Orth,Pos,VerbType,Participle,Gender,PronounType,Number,Case,inflectionType,animacy,person,adjectiveType,numeralType,tenseType,voice,nounType,Fajl
stadom,#imenica,,,#srednji,,#jednina,#instrumental,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stada,#imenica,,,#srednji,,#mnozina,#nominativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stadaa,#imenica,,,#srednji,,#mnozina,#genitiv,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stadom,#imenica,,,#srednji,,#mnozina,#dativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stadim,#imenica,,,#srednji,,#mnozina,#dativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stada,#imenica,,,#srednji,,#mnozina,#akuzativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stada,#imenica,,,#srednji,,#mnozina,#vokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stadima,#imenica,,,#srednji,,#mnozina,#instrumental,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stadijeh,#imenica,,,#srednji,,#mnozina,#lokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
stadih,#imenica,,,#srednji,,#mnozina,#lokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
što,#zamjenica,,,,#Z_odnosna,#jednina,#nominativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
šta,#zamjenica,,,,#Z_odnosna,#jednina,#genitiv,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
šta,#zamjenica,,,,#Z_odnosna,#jednina,#genitiv,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
česa,#zamjenica,,,,#Z_odnosna,#jednina,#genitiv,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
česa,#zamjenica,,,,#Z_odnosna,#jednina,#genitiv,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
čemu,#zamjenica,,,,#Z_odnosna,#jednina,#dativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
čemu,#zamjenica,,,,#Z_odnosna,#jednina,#dativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
čem,#zamjenica,,,,#Z_odnosna,#jednina,#dativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
što,#zamjenica,,,,#Z_odnosna,#jednina,#akuzativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
česa,#zamjenica,,,,#Z_odnosna,#jednina,#akuzativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
čijem,#zamjenica,,,,#Z_odnosna,#jednina,#instrumental,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
česa,#zamjenica,,,,#Z_odnosna,#jednina,#instrumental,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ništa,#zamjenica,,,,#Z_neodredjena,#jednina,#nominativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ništa,#zamjenica,,,,#Z_neodredjena,#jednina,#genitiv,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ništa,#zamjenica,,,,#Z_neodredjena,#jednina,#genitiv,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ničesa,#zamjenica,,,,#Z_neodredjena,#jednina,#genitiv,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ništu,#zamjenica,,,,#Z_neodredjena,#jednina,#dativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ničemu,#zamjenica,,,,#Z_neodredjena,#jednina,#dativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ničemu,#zamjenica,,,,#Z_neodredjena,#jednina,#dativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
čemu,#zamjenica,,,,#Z_neodredjena,#jednina,#dativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ništa,#zamjenica,,,,#Z_neodredjena,#jednina,#akuzativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ničesa,#zamjenica,,,,#Z_neodredjena,#jednina,#akuzativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ništo,#zamjenica,,,,#Z_neodredjena,#jednina,#vokativ,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
ničijem,#zamjenica,,,,#Z_neodredjena,#jednina,#instrumental,,,,,,,,,retrogram-appendini-v11-final29.9.2022.xml
čudesa,#imenica,,,#srednji,,#mnozina,#nominativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
čudesaa,#imenica,,,#srednji,,#mnozina,#genitiv,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
čudesom,#imenica,,,#srednji,,#mnozina,#dativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
čudesa,#imenica,,,#srednji,,#mnozina,#akuzativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
čudesa,#imenica,,,#srednji,,#mnozina,#vokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
čudesima,#imenica,,,#srednji,,#mnozina,#instrumental,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
čudesijeh,#imenica,,,#srednji,,#mnozina,#lokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
čudesih,#imenica,,,#srednji,,#mnozina,#lokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
nebesa,#imenica,,,#srednji,,#mnozina,#nominativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
nebesaa,#imenica,,,#srednji,,#mnozina,#genitiv,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
nebesom,#imenica,,,#srednji,,#mnozina,#dativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
nebesa,#imenica,,,#srednji,,#mnozina,#akuzativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
nebesa,#imenica,,,#srednji,,#mnozina,#vokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
nebesima,#imenica,,,#srednji,,#mnozina,#instrumental,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
nebesijeh,#imenica,,,#srednji,,#mnozina,#lokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
nebesih,#imenica,,,#srednji,,#mnozina,#lokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
telesa,#imenica,,,#srednji,,#mnozina,#nominativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
telesaa,#imenica,,,#srednji,,#mnozina,#genitiv,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
telesom,#imenica,,,#srednji,,#mnozina,#dativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
telesa,#imenica,,,#srednji,,#mnozina,#akuzativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
telesa,#imenica,,,#srednji,,#mnozina,#vokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
telesima,#imenica,,,#srednji,,#mnozina,#instrumental,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
telesijeh,#imenica,,,#srednji,,#mnozina,#lokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
telesih,#imenica,,,#srednji,,#mnozina,#lokativ,#I_a_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
oči,#imenica,,,#zenski,,#mnozina,#nominativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
oči,#imenica,,,#zenski,,#mnozina,#genitiv,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
okom,#imenica,,,#srednji,,#mnozina,#dativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
oči,#imenica,,,#zenski,,#mnozina,#akuzativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
oči,#imenica,,,#zenski,,#mnozina,#vokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
očima,#imenica,,,#zenski,,#mnozina,#instrumental,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
očijeh,#imenica,,,#zenski,,#mnozina,#lokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
očih,#imenica,,,#zenski,,#mnozina,#lokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
uši,#imenica,,,#zenski,,#mnozina,#nominativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ušii,#imenica,,,#zenski,,#mnozina,#genitiv,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
uhom,#imenica,,,#zenski,,#mnozina,#dativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ušim,#imenica,,,#zenski,,#mnozina,#dativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
uši,#imenica,,,#zenski,,#mnozina,#akuzativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
uha,#imenica,,,#zenski,,#mnozina,#akuzativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
uši,#imenica,,,#zenski,,#mnozina,#vokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
uha,#imenica,,,#zenski,,#mnozina,#vokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ušima,#imenica,,,#zenski,,#mnozina,#instrumental,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ušijeh,#imenica,,,#zenski,,#mnozina,#lokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
uših,#imenica,,,#zenski,,#mnozina,#lokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
Andrija,#imenica,,,#muski,,#jednina,#nominativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrije,#imenica,,,#muski,,#jednina,#genitiv,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andriji,#imenica,,,#muski,,#jednina,#dativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andriju,#imenica,,,#muski,,#jednina,#akuzativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrija,#imenica,,,#muski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrijo,#imenica,,,#muski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrijom,#imenica,,,#muski,,#jednina,#instrumental,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrije,#imenica,,,#muski,,#mnozina,#nominativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrijaa,#imenica,,,#muski,,#mnozina,#genitiv,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrijam,#imenica,,,#muski,,#mnozina,#dativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrije,#imenica,,,#muski,,#mnozina,#akuzativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrije,#imenica,,,#muski,,#mnozina,#vokativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrijami,#imenica,,,#muski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Andrijah,#imenica,,,#muski,,#mnozina,#lokativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marija,#imenica,,,#zenski,,#jednina,#nominativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marije,#imenica,,,#zenski,,#jednina,#genitiv,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Mariji,#imenica,,,#zenski,,#jednina,#dativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Mariju,#imenica,,,#zenski,,#jednina,#akuzativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marija,#imenica,,,#zenski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marijo,#imenica,,,#zenski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marijom,#imenica,,,#zenski,,#jednina,#instrumental,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marije,#imenica,,,#zenski,,#mnozina,#nominativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marijaa,#imenica,,,#zenski,,#mnozina,#genitiv,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marijam,#imenica,,,#zenski,,#mnozina,#dativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marije,#imenica,,,#zenski,,#mnozina,#akuzativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marije,#imenica,,,#zenski,,#mnozina,#vokativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marijami,#imenica,,,#zenski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
Marijah,#imenica,,,#zenski,,#mnozina,#lokativ,#I_e_sklonidba,,,,,,,#I_vlastita,retrogram-appendini-v11-final29.9.2022.xml
vojvoda,#imenica,,,#muski,,#jednina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvode,#imenica,,,#muski,,#jednina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvodi,#imenica,,,#muski,,#jednina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvodu,#imenica,,,#muski,,#jednina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvoda,#imenica,,,#muski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvodom,#imenica,,,#muski,,#jednina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvode,#imenica,,,#muski,,#mnozina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvodaa,#imenica,,,#muski,,#mnozina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvodam,#imenica,,,#muski,,#mnozina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvode,#imenica,,,#muski,,#mnozina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvode,#imenica,,,#muski,,#mnozina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvodami,#imenica,,,#muski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvodama,#imenica,,,#muski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
vojvodah,#imenica,,,#muski,,#mnozina,#lokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
riba,#imenica,,,#zenski,,#jednina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribe,#imenica,,,#zenski,,#jednina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribi,#imenica,,,#zenski,,#jednina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribu,#imenica,,,#zenski,,#jednina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribo,#imenica,,,#zenski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribom,#imenica,,,#zenski,,#jednina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribe,#imenica,,,#zenski,,#mnozina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribaa,#imenica,,,#zenski,,#mnozina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribam,#imenica,,,#zenski,,#mnozina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribe,#imenica,,,#zenski,,#mnozina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribami,#imenica,,,#zenski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribama,#imenica,,,#zenski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
ribah,#imenica,,,#zenski,,#mnozina,#lokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
mati,#imenica,,,#zenski,,#jednina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
matere,#imenica,,,#zenski,,#jednina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
materi,#imenica,,,#zenski,,#jednina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
mater,#imenica,,,#zenski,,#jednina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
mati,#imenica,,,#zenski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
materom,#imenica,,,#zenski,,#jednina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
matere,#imenica,,,#zenski,,#mnozina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
materaa,#imenica,,,#zenski,,#mnozina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
materam,#imenica,,,#zenski,,#mnozina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
matere,#imenica,,,#zenski,,#mnozina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
matere,#imenica,,,#zenski,,#mnozina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
materami,#imenica,,,#zenski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
materama,#imenica,,,#zenski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
materah,#imenica,,,#zenski,,#mnozina,#lokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kći,#imenica,,,#zenski,,#jednina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćere,#imenica,,,#zenski,,#jednina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćeri,#imenica,,,#zenski,,#jednina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćer,#imenica,,,#zenski,,#jednina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kći,#imenica,,,#zenski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćeri,#imenica,,,#zenski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćerom,#imenica,,,#zenski,,#jednina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćeri,#imenica,,,#zenski,,#mnozina,#nominativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćerii,#imenica,,,#zenski,,#mnozina,#genitiv,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćerami,#imenica,,,#zenski,,#mnozina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćeri,#imenica,,,#zenski,,#mnozina,#akuzativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćeri,#imenica,,,#zenski,,#mnozina,#vokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćerima,#imenica,,,#zenski,,#mnozina,#instrumental,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćerama,#imenica,,,#zenski,,#mnozina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćerah,#imenica,,,#zenski,,#mnozina,#lokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kćerih,#imenica,,,#zenski,,#mnozina,#lokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
gospoda,#imenica,,,#zenski,,#jednina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
gospode,#imenica,,,#zenski,,#jednina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
gospodi,#imenica,,,#zenski,,#jednina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
gospodu,#imenica,,,#zenski,,#jednina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
gospodo,#imenica,,,#zenski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
gospodom,#imenica,,,#zenski,,#jednina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
djeca,#imenica,,,#zenski,,#jednina,#nominativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
djece,#imenica,,,#zenski,,#jednina,#genitiv,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
djeci,#imenica,,,#zenski,,#jednina,#dativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
djecu,#imenica,,,#zenski,,#jednina,#akuzativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
djeco,#imenica,,,#zenski,,#jednina,#vokativ,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
djecom,#imenica,,,#zenski,,#jednina,#instrumental,#I_e_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
krepos(t),#imenica,,,#zenski,,#jednina,#nominativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kreposti,#imenica,,,#zenski,,#jednina,#genitiv,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kreposti,#imenica,,,#zenski,,#jednina,#dativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
krepos(t),#imenica,,,#zenski,,#jednina,#akuzativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
krepos(t),#imenica,,,#zenski,,#jednina,#vokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kreposti,#imenica,,,#zenski,,#jednina,#instrumental,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
krepostju,#imenica,,,#zenski,,#jednina,#instrumental,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kreposti,#imenica,,,#zenski,,#mnozina,#nominativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
krepostii,#imenica,,,#zenski,,#mnozina,#genitiv,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
krepostim,#imenica,,,#zenski,,#mnozina,#dativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kreposti,#imenica,,,#zenski,,#mnozina,#akuzativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
kreposti,#imenica,,,#zenski,,#mnozina,#vokativ,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
krepostima,#imenica,,,#zenski,,#mnozina,#instrumental,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
krepostami,#imenica,,,#zenski,,#mnozina,#instrumental,#I_i_sklonidba,,,,,,,#I_opca,retrogram-appendini-v11-final29.9.2022.xml
